bridg,1593.025
kwai,893.124
nicholson,867.661
saito,808.765
british,695.827
guin,671.781
japanes,658.343
lean,610.984
holden,591.554
shear,584.429
river,549.261
colonel,536.538
camp,486.729
hayakawa,474.644
war,469.207
alec,465.026
offic,360.921
prison,357.809
sessu,323.698
build,305.000
command,290.505
pow,284.524
hawkin,280.121
soldier,268.667
david,252.343
hi,250.145
he,244.470
jungl,224.158
guiness,218.621
william,218.315
men,208.832
commando,194.620
warden,189.909
col,186.325
on,166.811
film,166.305
mad,160.123
american,151.596
as,148.249
arabia,146.222
lawrenc,143.574
escap,143.366
by,143.019
s,139.896
march,137.995
geneva,131.652
an,130.312
destroy,130.232
railway,129.622
work,126.887
their,124.709
enemi,123.334
who,122.703
burma,120.876
clipton,120.160
pride,120.092
jack,116.736
alli,112.913
are,112.540
they,112.398
construct,111.720
him,111.605
up,107.352
blow,106.772
epic,105.079
will,104.800
mission,104.537
armi,101.461
whistl,101.455
also,100.571
at,99.966
major,99.137
oscar,98.583
wa,98.031
histor,98.018
great,97.975
perform,97.811
be,96.946
boull,96.128
with,95.960
militari,95.710
order,95.400
we,93.499
that,92.955
joyc,92.716
more,91.084
ceylon,90.726
or,88.849
for,88.712
charact,88.356
refus,88.267
what,88.166
but,88.015
forc,87.642
which,87.530
two,86.775
from,86.475
best,86.402
end,86.088
were,85.633
1957,85.516
have,85.442
one,85.390
than,85.191
when,85.186
there,84.961
not,84.924
in,84.890
pictur,84.681
complet,84.545
other,84.084
about,83.970
would,83.716
convent,83.443
do,82.350
onli,81.796
wwii,81.569
movi,80.898
labor,80.447
veri,79.363
stori,78.707
anti,78.291
realli,78.143
even,76.771
built,76.769
so,75.803
made,75.526
ha,75.200
time,74.639
between,74.237
bogey,73.433
both,73.203
captor,73.153
troop,72.960
show,72.890
donald,72.763
into,72.745
ii,72.350
duti,72.316
well,71.820
set,71.803
burmes,71.714
won,71.669
psycholog,71.189
no,71.129
all,70.858
most,70.706
make,70.360
honor,70.274
own,70.085
conflict,69.996
how,69.966
play,69.746
i,69.704
seem,69.114
here,69.064
while,68.993
actual,68.876
mani,68.817
condit,68.796
over,68.551
get,68.548
way,68.509
rule,68.255
to,67.843
is,67.737
first,67.690
use,67.600
portray,67.567
see,67.123
train,66.418
some,66.401
t,66.277
excel,66.041
actor,65.960
view,64.944
captur,64.894
code,64.875
railroad,64.842
scene,64.727
dure,64.538
like,64.081
help,64.043
can,63.956
die,63.944
director,63.817
could,63.525
much,63.499
battl,63.367
through,63.146
team,62.807
them,62.736
almost,62.679
final,62.559
if,62.518
direct,62.515
real,62.296
doe,62.228
long,62.122
world,62.112
still,62.062
though,61.836
point,61.668
then,61.520
been,61.220
human,61.147
had,61.109
becaus,60.853
stubborn,60.738
base,60.733
brit,60.716
differ,60.675
win,60.539
take,60.269
did,60.098
man,60.039
good,59.989
locat,59.961
out,59.869
howev,59.726
you,59.711
led,59.661
cinematographi,59.631
shot,59.312
award,59.278
becom,59.179
put,58.837
especi,58.534
never,58.409
my,58.346
10,58.196
under,58.148
engin,57.890
group,57.814
these,57.615
just,57.477
climax,57.476
principl,57.338
say,56.978
each,56.856
lead,56.851
ever,56.503
english,56.272
obsess,56.247
role,56.121
go,55.497
realiz,55.478
true,55.444
greatest,55.422
give,55.315
ani,55.294
hero,54.937
year,54.718
after,54.658
moral,54.551
come,54.525
hildyard,54.083
such,53.862
of,53.834
includ,53.526
too,53.488
act,53.268
pierr,53.140
determin,53.139
same,52.952
sir,52.779
look,52.528
may,52.527
rather,52.525
oven,52.503
maj,52.172
meanwhil,51.878
where,51.713
foreman,51.693
across,51.656
eventu,51.654
himself,51.581
must,51.451
respect,51.169
surviv,51.103
thing,50.948
watch,50.932
those,50.756
side,50.732
fact,50.679
surrend,50.670
kill,50.233
action,50.164
half,50.091
event,50.057
it,50.050
stand,49.943
situat,49.568
itself,49.428
interest,49.016
viewer,49.015
enlist,48.287
think,48.059
peopl,47.977
place,47.963
defeat,47.840
manual,47.737
tri,47.668
classic,47.332
histori,47.255
along,47.222
box,47.110
seen,46.849
project,46.651
know,46.540
right,46.221
back,45.955
iron,45.768
anoth,45.728
allow,45.654
thi,45.525
befor,45.334
sever,45.308
hour,45.213
a,45.031
collabor,44.951
admir,44.829
moment,44.802
brutal,44.646
line,44.610
destruct,44.587
me,44.580
plan,44.575
far,44.374
better,44.164
except,44.121
note,44.114
provid,44.059
rank,43.640
despit,43.604
part,43.559
task,43.552
three,43.371
arriv,43.270
want,43.108
wonder,43.021
now,42.992
done,42.929
deserv,42.680
digniti,42.657
against,42.619
hand,42.404
littl,42.347
edit,42.308
jame,42.303
victori,42.193
charg,42.066
explos,41.761
lanka,41.602
effort,41.480
probabl,41.437
believ,41.327
winner,41.296
tell,41.295
thailand,41.251
last,41.144
doesn,40.572
reason,40.563
top,40.552
later,40.440
horn,40.386
said,40.329
qualiti,40.287
someth,40.255
quit,40.250
aid,40.210
ve,40.095
ultim,40.013
hard,39.993
perfect,39.925
live,39.903
deton,39.823
perhap,39.709
doctor,39.674
whi,39.601
sri,39.446
although,39.423
down,39.393
feel,39.356
everi,39.282
p,39.184
should,39.040
entertain,38.916
cynic,38.915
book,38.850
w,38.790
everyth,38.778
lose,38.632
person,38.521
find,38.469
yet,38.447
novel,38.388
academi,38.373
cours,38.238
complex,38.080
1943,38.074
plot,38.018
insist,37.967
sun,37.813
lot,37.786
wilson,37.666
face,37.556
drama,37.411
medic,37.369
don,37.282
beauti,37.237
asian,37.113
exampl,37.106
zhivago,37.035
turn,37.006
depict,36.929
power,36.886
insan,36.821
clash,36.619
sinc,36.600
7,36.589
consid,36.582
given,36.507
superior,36.430
fall,36.425
fiction,36.413
simpli,36.412
cinemat,36.364
100,36.159
hospit,36.151
piec,36.114
question,36.010
tradit,35.952
life,35.909
score,35.642
struggl,35.545
without,35.490
term,35.489
day,35.489
0,35.238
re,35.183
need,35.051
keep,35.048
off,35.047
5,34.993
natur,34.976
o,34.954
cast,34.939
return,34.821
music,34.738
punish,34.719
gener,34.635
asia,34.617
privat,34.281
agre,34.254
job,34.230
studi,34.208
empir,34.195
magnific,33.830
us,33.799
total,33.743
heat,33.701
attempt,33.677
matter,33.665
begin,33.579
element,33.576
releas,33.489
bit,33.477
involv,33.405
circumst,33.400
sens,33.314
blacklist,33.286
mean,33.232
certainli,33.149
stiff,33.097
recruit,33.011
nearli,32.926
leader,32.916
develop,32.792
save,32.787
follow,32.772
serv,32.718
fine,32.714
second,32.710
accur,32.705
treatment,32.634
captiv,32.538
vs,32.453
wrong,32.379
again,32.376
navi,32.370
carl,32.338
and,32.317
finish,32.267
adventur,32.212
treason,32.129
bad,32.071
few,32.053
word,31.962
nation,31.943
ask,31.916
enough,31.909
fascin,31.893
deal,31.893
possibl,31.857
goe,31.827
upper,31.790
sabotag,31.750
nurs,31.622
least,31.610
50,31.533
entir,31.514
full,31.502
sure,31.500
might,31.478
suspens,31.470
repres,31.461
around,31.395
instead,31.371
product,31.360
alway,31.331
didn,31.308
understand,31.213
enjoy,31.074
big,30.997
star,30.982
let,30.953
m,30.907
held,30.833
particularli,30.688
spirit,30.667
countri,30.518
bomb,30.512
rangoon,30.465
harsh,30.282
ryan,30.271
cultur,30.258
expect,30.252
isn,30.185
flaw,30.182
behind,30.174
sailor,30.163
horror,30.071
treat,30.041
cdr,30.032
convinc,30.027
ironi,29.988
realiti,29.967
individu,29.966
support,29.912
grand,29.900
plunger,29.855
happen,29.807
fantast,29.798
rate,29.797
whole,29.404
import,29.324
truli,29.301
receiv,29.280
problem,29.235
appear,29.118
assist,29.117
brilliant,29.074
island,29.049
onc,29.033
amp,28.953
abov,28.876
remain,28.840
heroic,28.810
impress,28.772
thai,28.716
theme,28.710
strong,28.688
hut,28.672
break,28.647
arnold,28.620
taken,28.529
our,28.447
incred,28.396
noth,28.387
finest,28.327
leav,28.323
thought,28.166
themselv,28.083
among,28.079
experi,28.068
bangkok,28.037
heroism,27.989
audienc,27.970
manag,27.935
hollywood,27.929
period,27.888
malcolm,27.862
took,27.856
superb,27.855
ll,27.798
realist,27.780
home,27.741
start,27.738
utter,27.726
anyon,27.697
mention,27.671
1950,27.648
pace,27.616
geoffrey,27.615
monument,27.588
lt,27.578
prove,27.550
necessari,27.541
goal,27.445
lip,27.384
jolli,27.353
compel,27.345
death,27.318
masterpiec,27.317
maintain,27.259
britain,27.156
list,27.156
inaccuraci,27.142
aliv,27.033
name,26.980
demand,26.928
head,26.848
remark,26.787
nomin,26.775
slow,26.723
decid,26.604
am,26.603
alongsid,26.589
grip,26.570
call,26.547
script,26.526
throughout,26.522
stalag,26.521
french,26.477
demolit,26.451
courag,26.419
glori,26.368
effect,26.349
valu,26.336
rest,26.273
master,26.208
cmdr,26.113
old,26.075
brave,26.066
result,25.916
becam,25.888
extrem,25.871
terrif,25.868
present,25.852
got,25.851
near,25.846
run,25.821
idea,25.801
mostli,25.724
reluct,25.676
wooden,25.671
told,25.619
endur,25.601
memor,25.555
pretti,25.535
initi,25.514
reflect,25.496
success,25.481
slave,25.475
deadlin,25.440
test,25.420
talk,25.404
minut,25.355
due,25.321
main,25.305
produc,25.254
dramat,25.170
whose,25.169
aspect,25.149
screen,25.118
typic,25.109
less,25.020
sweat,24.928
imprison,24.893
toward,24.873
japan,24.837
cross,24.836
decad,24.769
houston,24.748
definit,24.699
sort,24.659
shown,24.651
small,24.599
creat,24.518
regard,24.492
credit,24.477
clearli,24.473
mind,24.448
high,24.434
absolut,24.391
screenplay,24.388
widescreen,24.348
recommend,24.299
suicid,24.277
career,24.263
compromis,24.244
compar,24.193
hundr,24.174
either,24.153
character,24.077
bore,24.018
disciplin,23.957
shoot,23.912
purpos,23.819
everyon,23.817
singapor,23.784
raid,23.717
your,23.716
tortur,23.700
level,23.680
rigid,23.680
bill,23.649
achiev,23.636
hell,23.561
boul,23.521
toosey,23.521
messag,23.494
gave,23.406
carri,23.394
suppli,23.374
track,23.364
requir,23.285
learn,23.280
4,23.240
suppos,23.240
tune,23.151
critic,23.147
genr,23.135
love,23.125
comment,23.102
date,23.050
highli,23.046
amaz,23.029
opinion,23.021
brought,22.996
caus,22.935
inde,22.886
larg,22.873
perfectli,22.859
easi,22.848
proud,22.835
prais,22.821
wide,22.809
labour,22.800
easili,22.787
patriot,22.782
engross,22.776
forget,22.729
rail,22.728
bring,22.638
share,22.534
ahead,22.510
absurd,22.491
close,22.476
9,22.440
review,22.432
sum,22.385
move,22.369
saw,22.303
length,22.289
fail,22.239
hold,22.206
limit,22.156
symbol,22.108
shame,22.107
adapt,22.103
imposs,22.067
accord,22.044
cost,22.037
left,22.031
state,22.004
anyth,21.944
leadership,21.943
mere,21.906
pragmat,21.892
today,21.856
accept,21.839
reach,21.825
outstand,21.770
els,21.737
intend,21.718
favorit,21.701
lush,21.687
nevertheless,21.634
tens,21.571
proper,21.565
damn,21.550
four,21.536
concern,21.534
latter,21.519
notic,21.444
approach,21.407
observ,21.397
until,21.381
notabl,21.325
mortar,21.303
join,21.274
sight,21.272
seven,21.230
mayanmar,21.225
care,21.196
consist,21.194
certain,21.150
whether,21.141
late,21.099
apocalyps,21.060
imperson,21.052
game,21.031
chang,20.964
figur,20.899
ye,20.869
women,20.846
forgotten,20.844
conting,20.843
detail,20.824
attent,20.790
further,20.785
sympathet,20.777
month,20.748
explain,20.694
difficult,20.691
commit,20.670
east,20.645
upon,20.637
fellow,20.621
doubt,20.582
decis,20.549
singl,20.526
platoon,20.526
dvd,20.514
kind,20.464
often,20.457
battalion,20.452
site,20.425
afi,20.416
eye,20.386
martinet,20.380
bushido,20.380
seaman,20.380
form,20.371
refer,20.347
2,20.338
drive,20.297
sick,20.283
cinema,20.253
cruel,20.203
1958,20.125
lieuten,20.106
realis,20.065
maer,20.021
bork,20.021
mayb,20.011
dare,19.969
motiv,19.968
intern,19.919
author,19.908
subtl,19.887
sound,19.836
161,19.820
lost,19.750
somewhat,19.729
issu,19.677
encount,19.676
similar,19.659
obviou,19.602
d,19.600
ridicul,19.580
mr,19.577
open,19.539
rout,19.521
columbia,19.520
known,19.510
away,19.472
former,19.444
violat,19.415
sweep,19.389
excit,19.377
the,19.371
art,19.348
camera,19.333
sefton,19.317
botrk,19.317
write,19.308
deliv,19.286
outcom,19.283
prefer,19.262
inhuman,19.252
nice,19.234
featur,19.233
worthi,19.233
etc,19.224
obi,19.174
miss,19.147
felt,19.097
member,19.051
clear,19.027
attitud,19.024
fight,19.010
unit,18.937
wound,18.896
odd,18.869
huge,18.836
suggest,18.819
particular,18.798
execut,18.754
short,18.747
prevent,18.743
visual,18.713
caught,18.700
civil,18.684
light,18.680
chanc,18.671
tension,18.653
common,18.632
8,18.555
inspir,18.542
center,18.526
famou,18.507
marvel,18.506
metaphor,18.453
altern,18.406
suffer,18.399
emot,18.387
rememb,18.352
night,18.326
discov,18.306
abl,18.290
particip,18.288
found,18.282
color,18.263
failur,18.250
recent,18.228
scale,18.226
confin,18.200
michael,18.173
usual,18.163
structur,18.158
arrog,18.142
worth,18.131
self,18.113
overal,18.086
loos,18.079
imperi,18.075
younger,18.031
cannot,18.029
contrast,18.007
17,17.965
southeast,17.952
motion,17.908
creation,17.908
meet,17.905
food,17.895
hope,17.884
filmmak,17.877
3,17.872
add,17.807
parachut,17.791
western,17.785
persuad,17.764
imagin,17.743
guard,17.711
lack,17.703
quietli,17.682
heart,17.677
newli,17.657
accident,17.653
spectacular,17.647
ww2,17.642
prepar,17.596
cinemascop,17.570
standard,17.552
send,17.538
sent,17.534
sometim,17.534
case,17.529
landscap,17.524
earli,17.501
honour,17.445
incid,17.398
new,17.333
core,17.229
massiv,17.229
hot,17.202
brief,17.180
uss,17.156
number,17.041
accuraci,17.035
essenti,17.026
valor,16.963
band,16.917
sole,16.901
blackmail,16.898
display,16.888
preserv,16.850
handl,16.821
beach,16.749
spectacl,16.732
gradual,16.730
waterfal,16.713
dedic,16.700
tale,16.671
immedi,16.659
edg,16.657
era,16.648
central,16.635
climact,16.603
tv,16.576
photographi,16.565
ten,16.560
bend,16.547
inform,16.544
obvious,16.540
patienc,16.499
integr,16.489
haven,16.485
worker,16.455
appeal,16.382
posit,16.377
u,16.363
past,16.359
lesson,16.354
ship,16.353
gentleman,16.353
wit,16.340
inaccur,16.339
copi,16.332
object,16.321
modern,16.321
unfortun,16.265
suddenli,16.230
co,16.230
therefor,16.208
degre,16.199
blown,16.195
convey,16.156
minor,16.131
foil,16.130
technic,16.110
axi,16.082
spoiler,16.081
vision,16.057
lock,15.962
survivor,15.944
describ,15.937
senior,15.930
read,15.912
accomplish,15.894
intrigu,15.892
illus,15.863
kenobi,15.817
karen,15.806
regul,15.786
bat,15.746
sunk,15.725
anyway,15.714
reward,15.708
neg,15.685
uphold,15.651
identifi,15.612
push,15.602
unlik,15.600
justifi,15.592
stun,15.565
poor,15.562
channel,15.560
intent,15.536
speak,15.517
rous,15.517
abil,15.517
bear,15.509
progress,15.492
claim,15.468
came,15.446
assign,15.399
desert,15.396
wouldn,15.378
class,15.333
alreadi,15.301
whom,15.270
stage,15.270
togeth,15.263
timeless,15.262
transport,15.252
control,15.241
protest,15.240
dead,15.231
unnecessari,15.222
dialogu,15.190
indic,15.183
embodi,15.174
guid,15.146
antagonist,15.106
document,15.042
none,15.003
design,15.002
servic,15.000
layer,14.999
injur,14.997
intens,14.995
subject,14.993
rigidli,14.953
complain,14.930
saniti,14.929
relationship,14.916
earlier,14.910
subsequ,14.872
choic,14.867
plastic,14.839
focus,14.830
readi,14.801
strateg,14.790
match,14.783
debat,14.775
surpris,14.767
materi,14.766
inferior,14.749
temporari,14.723
offer,14.723
special,14.723
corp,14.714
reaction,14.678
nativ,14.676
solid,14.654
thrill,14.651
imag,14.647
summari,14.639
earn,14.637
mainli,14.622
focu,14.617
pick,14.606
written,14.595
oppos,14.585
section,14.580
root,14.568
stuff,14.559
separ,14.554
green,14.523
rare,14.489
explor,14.478
remind,14.470
dishonor,14.465
fate,14.457
pure,14.420
descend,14.394
process,14.365
compani,14.351
neither,14.349
went,14.331
insult,14.307
tragic,14.296
wartim,14.296
gun,14.296
india,14.286
appar,14.276
wan,14.268
atroc,14.249
current,14.224
climat,14.219
regardless,14.187
beyond,14.162
princip,14.116
sympathi,14.100
cut,14.083
adher,14.082
sunset,14.070
tin,14.061
parallel,14.059
answer,14.051
origin,14.037
ideal,14.030
practic,14.027
6,14.025
yell,13.980
oblivi,13.979
tepid,13.921
elam,13.921
conclus,13.918
sacrific,13.918
stick,13.917
wish,13.913
stay,13.904
idiot,13.901
fan,13.842
schedul,13.830
walk,13.817
1962,13.811
resourc,13.764
border,13.731
format,13.731
veteran,13.728
kept,13.699
variou,13.675
discuss,13.661
appreci,13.649
avoid,13.638
herbert,13.635
stanc,13.627
starv,13.616
talent,13.592
equal,13.591
bataan,13.585
relent,13.549
regiment,13.528
pass,13.521
basic,13.494
pitch,13.485
ignor,13.477
account,13.472
consequ,13.455
express,13.454
fatal,13.418
fear,13.417
submit,13.416
mass,13.407
corrug,13.384
guinn,13.384
argu,13.370
sear,13.369
machin,13.367
deep,13.347
manner,13.339
insid,13.333
challeng,13.291
erect,13.278
affect,13.258
restor,13.250
german,13.241
higher,13.224
bird,13.217
morel,13.210
arm,13.167
front,13.147
age,13.133
hit,13.126
recognit,13.125
cooli,13.056
siames,13.056
cooper,13.052
succeed,13.049
titular,13.037
thousand,13.032
imdb,13.027
craft,13.009
concess,12.983
check,12.971
tropic,12.953
wire,12.952
couldn,12.930
vote,12.927
specif,12.908
carnag,12.898
loyalti,12.881
foot,12.875
warfar,12.858
cri,12.846
crazi,12.825
physic,12.809
examin,12.790
brilliantli,12.762
guy,12.759
extran,12.756
ago,12.756
merit,12.752
feet,12.713
conduct,12.711
exactli,12.707
bungalow,12.682
soon,12.679
dutch,12.666
senseless,12.656
larger,12.646
cool,12.640
drift,12.616
sadist,12.604
round,12.578
sheer,12.565
young,12.565
evid,12.544
benefit,12.533
justli,12.533
knew,12.529
uniqu,12.520
tire,12.507
ambigu,12.502
deliber,12.500
weak,12.485
fill,12.484
nonetheless,12.482
song,12.474
frequent,12.458
establish,12.446
folli,12.431
connect,12.426
converg,12.409
consider,12.405
poorli,12.404
freedom,12.397
paradox,12.392
comedi,12.373
defianc,12.366
stop,12.366
serious,12.354
expos,12.322
blind,12.322
stupid,12.293
screenwrit,12.275
undoubtedli,12.265
convict,12.262
normal,12.246
pain,12.244
standoff,12.243
firmli,12.242
style,12.223
vice,12.191
detach,12.180
succe,12.175
desir,12.161
delud,12.101
aw,12.087
12,12.061
report,12.054
tora,12.016
defin,11.995
collaps,11.995
barbarian,11.987
knife,11.971
influenc,11.964
grade,11.942
ad,11.910
precis,11.904
bribe,11.880
intim,11.852
drag,11.842
enter,11.834
slowli,11.834
flock,11.824
contempl,11.824
ethic,11.812
frame,11.795
60,11.785
reveal,11.771
uncl,11.768
mistreat,11.763
seriou,11.732
stretcher,11.725
navaron,11.725
sequenc,11.723
expertli,11.713
addit,11.711
obey,11.697
continu,11.697
villain,11.696
otherwis,11.691
statement,11.685
spiegel,11.674
summertim,11.674
halv,11.662
apart,11.657
truth,11.655
unexpect,11.640
room,11.635
distract,11.598
andr,11.579
difficulti,11.578
tremend,11.564
persuas,11.552
proudli,11.552
depth,11.536
hate,11.515
contrari,11.506
pose,11.502
perci,11.500
reserv,11.491
ensur,11.489
key,11.488
collus,11.488
composit,11.480
somewher,11.475
resolv,11.457
1945,11.455
attack,11.446
pacif,11.443
wasn,11.437
solitari,11.418
confus,11.416
strike,11.410
sink,11.405
centuri,11.396
forev,11.380
nobl,11.373
sadli,11.345
increasingli,11.325
belong,11.320
canadian,11.294
profession,11.277
interact,11.270
intellig,11.266
swelter,11.250
delay,11.232
rewrit,11.216
alon,11.199
within,11.181
titl,11.181
saboteur,11.180
simpl,11.178
persever,11.173
angri,11.169
scream,11.152
weren,11.138
utterli,11.129
recogn,11.115
comradeship,11.113
conscript,11.113
barbar,11.099
logic,11.098
vista,11.089
driven,11.071
engag,11.069
loss,11.068
iraq,11.064
writer,11.050
stoicism,11.049
fell,11.025
grave,11.023
opposit,11.020
coupl,11.012
charismat,11.004
sit,11.001
sceneri,10.996
rel,10.983
terribl,10.982
watchabl,10.975
swear,10.974
negoti,10.962
explod,10.960
fit,10.952
rock,10.941
extraordinari,10.912
uncertain,10.902
portrait,10.896
occur,10.892
wait,10.888
humid,10.875
gain,10.849
user,10.845
lie,10.841
oliv,10.837
footag,10.825
version,10.809
cite,10.796
silent,10.786
notion,10.752
rag,10.724
dimens,10.719
humor,10.714
someon,10.702
background,10.699
lay,10.698
cricket,10.698
steam,10.687
grow,10.675
renoir,10.674
myself,10.661
seek,10.655
professor,10.653
advers,10.648
1,10.638
blah,10.628
provok,10.620
unforgett,10.620
haito,10.613
conoel,10.613
15,10.603
worst,10.590
deviat,10.586
scope,10.586
stockholm,10.563
combin,10.553
enorm,10.521
pretend,10.486
combat,10.486
sky,10.471
hardli,10.469
prior,10.462
oblig,10.450
link,10.444
photograph,10.436
disc,10.419
romant,10.409
australian,10.402
bound,10.390
hasn,10.388
besid,10.364
tight,10.345
disappoint,10.341
familiar,10.338
perspect,10.336
amongst,10.324
interestingli,10.315
escape,10.311
dynam,10.310
water,10.292
independ,10.285
suspect,10.284
sturdi,10.277
68,10.277
storylin,10.250
race,10.250
budget,10.240
distinct,10.233
fulfil,10.196
mark,10.175
futil,10.169
humili,10.163
asid,10.162
oper,10.148
behavior,10.147
draw,10.135
rivet,10.127
uniform,10.124
fli,10.112
threaten,10.111
evil,10.105
oh,10.095
speed,10.080
superl,10.076
ape,10.061
fool,10.058
deservedli,10.047
nicolson,10.042
ruthless,10.039
wors,10.033
gone,10.031
stretch,10.030
revolv,10.019
horribl,10.017
coloni,10.017
sacrif,10.017
slightli,10.011
demolitionist,10.011
gcaplan,10.011
logist,9.986
dad,9.980
golden,9.973
third,9.972
effici,9.958
agenda,9.958
overlook,9.957
virtu,9.921
blood,9.919
chines,9.913
acclaim,9.910
woo,9.898
method,9.879
quickli,9.876
doom,9.859
oppon,9.855
colour,9.852
documentari,9.846
automat,9.845
spend,9.837
lone,9.836
authent,9.835
pivot,9.828
overlong,9.815
atyp,9.807
possess,9.806
yourself,9.801
coerc,9.795
drain,9.789
loser,9.756
type,9.738
board,9.731
step,9.708
conquer,9.695
disappear,9.694
cheer,9.685
troubl,9.683
belief,9.673
saiko,9.658
twist,9.609
dislik,9.602
record,9.589
tone,9.573
rescu,9.567
skill,9.557
tendenc,9.555
player,9.545
risk,9.544
160,9.528
liberti,9.520
rightli,9.512
impact,9.508
greater,9.502
introduc,9.499
kid,9.499
began,9.496
mine,9.491
garner,9.489
male,9.489
thread,9.487
million,9.473
heard,9.466
culmin,9.453
subordin,9.453
collis,9.444
shorter,9.442
insight,9.439
demolish,9.435
retain,9.428
sighted,9.409
pota,9.409
compos,9.408
supervis,9.391
bigger,9.373
knowledg,9.359
overshadow,9.348
caricatur,9.344
ladi,9.344
onto,9.318
speech,9.314
parti,9.314
white,9.306
five,9.304
artist,9.290
ww,9.282
needless,9.282
univers,9.274
mutter,9.267
signific,9.265
flicker,9.259
admit,9.251
fairli,9.239
territori,9.220
grogan,9.215
731,9.215
grant,9.212
theater,9.209
bond,9.206
withstand,9.168
tragedi,9.164
landmark,9.159
confront,9.148
testament,9.136
excruciatingli,9.132
seat,9.131
plausibl,9.131
deeper,9.112
highlight,9.107
inmat,9.090
opportun,9.085
worri,9.073
wood,9.069
anymor,9.069
infest,9.062
rulebook,9.056
recoveri,9.049
eponym,9.049
unfold,9.041
miser,9.039
tent,9.029
accommod,9.029
fair,9.026
reportedli,9.022
awe,9.022
simultan,9.022
noon,9.016
contain,9.012
yesterday,9.007
torn,9.001
owe,8.993
nobodi,8.951
hesit,8.950
selfish,8.948
bunch,8.940
yield,8.934
highfalutin,8.923
siam,8.923
willian,8.923
discoveri,8.919
deck,8.904
breathtak,8.896
lesser,8.893
infam,8.884
local,8.870
realism,8.859
blindli,8.857
beaten,8.852
hackney,8.851
exchang,8.850
fought,8.849
ritual,8.845
directori,8.839
wrote,8.837
interpret,8.824
shoe,8.823
studio,8.819
wont,8.818
hellish,8.811
prize,8.806
icon,8.792
collid,8.789
devast,8.784
opera,8.782
